Kulbicki,MEOW,ID,NA_,Lon,Lat,Management,RetentC,RetentP,RetentR,RetentT,RetentC5,RetentP5,RetentR15,RetentT15,OutflowC5,OutflowP5,OutflowR15,OutflowT15,InflowC5,InflowP5,InflowR15,InflowT15,OutDegC5,OutDegP5,OutDegR15,OutDegT15,InDegC5,InDegP5,InDegR15,InDegT15,OutflowC,OutflowP,OutflowR,OutflowT,InflowC,InflowP,InflowR,InflowT,OutDegC,OutDegP,OutDegR,OutDegT,InDegC,InDegP,InDegR,InDegT,NetflowC5,NetflowR15,NetflowP5,NetflowT15,NetflowC,NetflowR,NetflowP,NetflowT,source_cell_id,cell_id,netflow,sovereign_state,protected,in_mpa,in_oecm,protection_class,n_cells,q25_netflow,q75_netflow,is_country_sink,is_country_source,is_wio_sink,is_wio_source
Western Indian,Western Indian Ocean,14224,V14224,40.68,-11.78,Fished,5,26,15,0,19,2,2,3,3014,1898,1863,1125,1378,672,472,456,123,83,173,75,125,33,153,47,2605,3996,3640,1050,660,2160,1500,780,113,127,127,33,58,78,78,24,0.372495446,0.595717345,0.477042802,0.423149905,0.595712098,0.416342412,0.298245614,0.147540984,14224,CELL014224,0.372495446,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14225,V14225,40.84,-15.06,Fished,0,0,0,0,45,0,0,0,3110,1994,1906,1071,1379,396,842,459,121,72,173,64,173,54,178,64,2875,3708,3570,1470,745,3072,2130,405,131,114,114,38,95,111,111,23,0.385609267,0.387190684,0.668619247,0.4,0.58839779,0.252631579,0.09380531,0.568,14225,CELL014225,0.385609267,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14226,V14226,41.48,-12.18,Fished,5,26,15,15,56,0,4,0,2964,1864,1870,1071,1270,416,513,387,123,77,187,74,152,48,174,44,2765,3852,3680,960,515,2418,1645,255,129,119,119,30,67,88,88,13,0.400094473,0.569450273,0.635087719,0.469135802,0.68597561,0.382159624,0.228708134,0.580246914,14226,CELL014226,0.400094473,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14227,V14227,41.4,-12.18,Fished,10,30,25,0,14,4,5,0,2885,2532,1539,1194,1854,1332,585,294,61,27,129,37,37,21,62,18,2205,2898,2895,765,745,1646,1315,300,73,87,87,18,62,56,56,17,0.217556447,0.449152542,0.310559006,0.60483871,0.494915254,0.375296912,0.275528169,0.436619718,14227,CELL014227,0.217556447,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14228,V14228,41.4,-12.1,Fished,0,0,0,0,79,24,3,0,2947,2062,1542,915,1235,842,430,363,98,40,157,39,43,20,67,15,2550,2932,3030,660,340,1028,720,660,91,86,86,18,46,37,37,20,0.409373505,0.563894523,0.420110193,0.431924883,0.764705882,0.616,0.480808081,0,14228,CELL014228,0.409373505,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14229,V14229,41.32,-12.1,Fished,0,0,0,0,0,0,0,0,2379,1378,1349,717,763,644,313,123,134,51,171,49,115,35,130,23,1985,2842,2655,570,320,1604,1010,285,110,89,89,22,50,60,60,17,0.514322088,0.623345367,0.363006924,0.707142857,0.722342733,0.448840382,0.278452542,0.333333333,14229,CELL014229,0.514322088,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14230,V14230,40.12,-3.38,Fished,0,0,0,0,45,0,0,0,2776,1968,1533,1116,1371,990,269,177,113,40,149,37,43,19,55,16,2155,2694,2835,525,270,844,560,165,94,78,78,17,40,31,31,10,0.338799132,0.701442841,0.330628803,0.726218097,0.777319588,0.670103093,0.522894291,0.52173913,14230,CELL014230,0.338799132,Kenya,TRUE,TRUE,FALSE,MPA only,27,-0.1251549685,0.5619012225,FALSE,FALSE,FALSE,TRUE
Western Indian,Western Indian Ocean,14231,V14231,40.28,-2.98,Fished,0,0,0,0,0,0,4,0,2498,1754,1389,861,415,426,76,66,102,37,143,37,28,18,34,9,1550,2616,2390,330,55,1082,655,75,74,83,83,16,11,41,41,5,0.715070374,0.896245734,0.609174312,0.857605178,0.931464174,0.569786535,0.414818821,0.62962963,14231,CELL014231,0.715070374,Kenya,FALSE,FALSE,FALSE,Unprotected,27,-0.1251549685,0.5619012225,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14232,V14232,39.8,-4.02,Fished,0,0,0,0,0,0,2,0,2560,1874,1443,996,692,606,151,84,86,44,133,43,33,19,49,11,1720,2512,2430,510,70,802,505,165,81,77,77,15,14,30,30,8,0.574415744,0.810539523,0.511290323,0.844444444,0.921787709,0.655877342,0.515992758,0.511111111,14232,CELL014232,0.574415744,Kenya,TRUE,TRUE,FALSE,MPA only,27,-0.1251549685,0.5619012225,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14233,V14233,39.8,-7.7,Fished,0,0,0,0,3,0,0,0,2175,1194,1251,663,863,438,404,198,132,49,169,53,134,40,141,25,1820,3112,2780,495,415,1548,970,330,92,100,100,17,55,58,58,16,0.431863068,0.511782477,0.463235294,0.540069686,0.628635347,0.482666667,0.335622318,0.2,14233,CELL014233,0.431863068,Tanzania,TRUE,FALSE,TRUE,OECM only,136,-0.21795509625000004,0.34407915125,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14234,V14234,39.72,-7.54,Fished,0,0,0,0,40,52,1,0,2782,1954,1568,1071,1101,876,207,87,110,40,149,46,40,21,52,13,2440,2966,2865,480,150,1276,840,165,102,91,91,17,24,47,47,10,0.432912696,0.766760563,0.380918728,0.849740933,0.884169884,0.546558704,0.398396983,0.488372093,14234,CELL014234,0.432912696,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14235,V14235,39.48,-6.18,Fished,25,30,25,0,8,0,0,0,2458,1796,1606,984,874,560,172,198,123,53,161,38,54,18,69,17,1970,2700,2500,540,835,1284,860,405,85,85,85,15,67,47,47,20,0.475390156,0.806524184,0.524617997,0.664974619,0.404634581,0.488095238,0.355421687,0.142857143,14235,CELL014235,0.475390156,Tanzania,TRUE,TRUE,FALSE,MPA only,136,-0.21795509625000004,0.34407915125,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14236,V14236,39.48,-6.02,Fished,0,0,0,0,1,0,0,0,2315,1332,1467,765,803,282,630,270,122,52,192,55,165,44,173,47,1845,2956,2490,420,565,1180,700,150,108,98,98,19,87,45,45,9,0.484926235,0.399141631,0.650557621,0.47826087,0.531120332,0.561128527,0.429400387,0.473684211,14236,CELL014236,0.484926235,Tanzania,TRUE,TRUE,FALSE,MPA only,136,-0.21795509625000004,0.34407915125,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14237,V14237,39.56,-6.1,Fished,85,32,30,30,65,16,42,0,2125,1456,1689,1503,1989,186,1166,150,59,22,107,38,41,15,63,11,2640,2640,3150,1170,1830,2086,1765,555,62,69,69,27,78,69,69,22,0.033057851,0.183187391,0.773447016,0.818511797,0.181208054,0.281790437,0.117223868,0.356521739,14237,CELL014237,0.033057851,Tanzania,TRUE,TRUE,FALSE,MPA only,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14238,V14238,39.56,-6.18,Fished,0,26,15,0,5,0,0,0,2696,1584,1663,1062,1006,294,486,360,122,61,169,47,94,26,132,42,2165,3032,2780,720,425,1794,1085,435,98,96,96,18,52,68,68,21,0.456509995,0.547696603,0.686900958,0.493670886,0.671814672,0.4385511,0.256527145,0.246753247,14238,CELL014238,0.456509995,Tanzania,TRUE,TRUE,FALSE,MPA only,136,-0.21795509625000004,0.34407915125,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14239,V14239,39,-5.78,Fished,165,64,110,45,102,0,103,0,2293,1714,1677,1296,2799,956,2930,609,58,31,98,36,40,10,60,15,2810,2586,3165,1020,3160,3374,3785,1485,67,66,66,21,80,93,93,26,-0.099371563,-0.271977426,0.283895131,0.360629921,-0.058626466,-0.089208633,-0.132214765,-0.185628743,14239,CELL014239,-0.099371563,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14240,V14240,40.6,-10.5,Fished,10,0,0,0,64,28,4,0,2716,1892,1675,831,736,588,225,96,142,50,175,46,67,21,85,10,1945,3064,2810,555,625,1382,855,300,110,97,97,19,50,52,52,13,0.573580533,0.763157895,0.525806452,0.792880259,0.513618677,0.533424284,0.378317589,0.298245614,14240,CELL014240,0.573580533,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14241,V14241,40.52,-10.42,Fished,10,0,0,0,36,36,0,0,2741,1946,1676,933,1155,588,190,204,139,52,170,39,59,22,75,15,1975,2846,2615,390,755,1288,820,405,100,90,90,15,72,48,48,18,0.407084189,0.796355841,0.535911602,0.64116095,0.446886447,0.522561863,0.376874698,-0.018867925,14241,CELL014241,0.407084189,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14242,V14242,40.6,-10.58,Fished,10,36,40,0,36,4,34,0,2711,2104,1731,1152,1982,1220,701,441,80,35,141,39,43,20,65,17,2850,3426,3515,930,410,1900,1350,855,88,101,101,22,43,68,68,19,0.155337737,0.423519737,0.265944645,0.446327684,0.748466258,0.445015416,0.286518964,0.042016807,14242,CELL014242,0.155337737,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14243,V14243,40.6,-10.82,Fished,0,0,0,0,8,10,0,0,2242,1202,1313,624,816,290,582,237,127,45,183,56,148,43,159,41,1645,3012,2480,300,535,1356,840,165,108,101,101,20,72,51,51,9,0.466317855,0.385751979,0.611260054,0.449477352,0.509174312,0.493975904,0.379120879,0.290322581,14243,CELL014243,0.466317855,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14244,V14244,40.68,-10.82,Fished,5,28,20,0,17,26,16,0,1824,704,982,477,1666,1420,940,402,90,24,118,34,162,69,201,49,1100,2322,1855,315,580,2664,1810,675,64,79,79,13,60,97,97,32,0.045272206,0.021852237,-0.337099812,0.085324232,0.30952381,0.012278308,-0.068592058,-0.363636364,14244,CELL014244,0.045272206,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14245,V14245,40.68,-10.66,Fished,190,90,175,0,1082,592,364,195,1905,1362,914,810,7966,8186,4636,5940,41,23,84,43,123,55,140,65,810,1380,1150,375,3950,4614,4285,1455,50,46,46,17,145,145,145,42,-0.614020869,-0.670630631,-0.71470465,-0.76,-0.659663866,-0.576816927,-0.53953954,-0.590163934,14245,CELL014245,-0.614020869,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14246,V14246,40.68,-10.74,Fished,5,0,0,0,9,0,4,0,2327,1436,1134,669,1627,1838,339,294,63,30,116,33,58,40,82,34,1440,2324,2310,405,320,1710,1175,120,66,70,70,13,48,62,62,6,0.177035913,0.539714868,-0.122785583,0.3894081,0.636363636,0.325681492,0.152206247,0.542857143,14246,CELL014246,0.177035913,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14247,V14247,40.68,-11.54,Fished,5,28,20,0,42,38,28,39,2240,1380,1169,678,3150,3204,1123,1671,73,33,105,36,68,36,84,45,1340,2046,1965,300,670,2424,1810,195,63,63,63,8,59,85,85,12,-0.168831169,0.020069808,-0.397905759,-0.422733078,0.333333333,0.041059603,-0.084563758,0.212121212,14247,CELL014247,-0.168831169,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,TRUE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14248,V14248,40.52,-11.46,Fished,5,0,0,0,10,2,4,0,2314,1370,1223,735,1432,1626,225,132,68,33,110,36,55,38,67,23,1620,2522,2505,495,140,862,555,75,66,76,76,13,24,32,32,5,0.235451148,0.689226519,-0.085447263,0.69550173,0.840909091,0.637254902,0.490543735,0.736842105,14248,CELL014248,0.235451148,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14249,V14249,40.6,-11.3,Fished,0,0,0,0,10,16,1,0,2132,1498,1197,666,586,876,63,90,85,37,125,37,39,31,34,15,1570,2278,2295,660,45,930,575,90,79,68,68,17,8,35,35,5,0.568800589,0.9,0.262005055,0.761904762,0.944272446,0.599303136,0.420199501,0.76,14249,CELL014249,0.568800589,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14250,V14250,40.52,-11.3,Fished,0,0,0,0,53,104,0,0,2057,1440,1204,627,1247,1804,96,93,77,37,115,39,46,34,36,11,1395,2318,2195,465,95,980,600,240,68,72,72,11,19,37,37,8,0.245157385,0.852307692,-0.112207152,0.741666667,0.872483221,0.570661896,0.405700424,0.319148936,14250,CELL014250,0.245157385,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14251,V14251,40.68,-11.38,Fished,40,60,100,0,600,310,79,24,2314,1522,1215,903,7110,5068,2952,3531,71,29,108,40,94,43,113,53,1515,2184,2010,495,3055,4062,4055,1515,65,69,69,15,100,122,122,37,-0.508913413,-0.416846652,-0.538088012,-0.592692828,-0.336980306,-0.337180544,-0.30067243,-0.507462687,14251,CELL014251,-0.508913413,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14252,V14252,40.6,-11.38,Fished,10,28,20,0,124,14,75,18,2495,1476,1222,780,2035,1470,905,645,58,30,105,35,69,40,102,35,1375,2150,2175,345,615,2388,1670,660,72,64,64,11,58,86,86,21,0.101545254,0.149036201,0.00203666,0.094736842,0.381909548,0.131339402,-0.052446011,-0.313432836,14252,CELL014252,0.101545254,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14253,V14253,40.68,-11.62,Fished,35,46,65,0,270,18,135,33,2403,1440,1251,861,4173,2778,1797,1839,65,28,104,42,75,42,97,44,1390,2186,2165,465,2290,3074,2735,1695,65,66,66,17,98,99,99,36,-0.269160584,-0.179133858,-0.317211949,-0.362222222,-0.244565217,-0.116326531,-0.168821293,-0.569444444,14253,CELL014253,-0.269160584,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14254,V14254,40.6,-11.62,Fished,10,26,15,0,112,112,14,6,1270,916,790,429,2611,3430,1102,1332,98,25,124,38,107,60,135,60,1050,1630,1325,255,890,2114,1435,345,64,55,55,12,101,77,77,19,-0.345529503,-0.164904863,-0.578462954,-0.512776831,0.082474227,-0.039855072,-0.129273504,-0.15,14254,CELL014254,-0.345529503,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14255,V14255,40.6,-11.54,Fished,15,0,0,0,232,148,28,27,1410,1006,842,540,681,634,425,1104,73,25,98,33,38,34,56,49,825,1776,1340,420,250,658,395,45,60,62,62,15,31,25,25,3,0.348637016,0.329123915,0.226829268,-0.343065693,0.534883721,0.544668588,0.459326212,0.806451613,14255,CELL014255,0.348637016,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14256,V14256,40.68,-11.46,Fished,95,44,60,75,213,20,61,9,2028,1110,1104,558,1868,1226,942,960,64,27,88,44,81,46,104,54,1070,1858,1495,765,915,2310,1725,960,45,63,63,16,78,81,81,33,0.041067762,0.079178886,-0.049657534,-0.264822134,0.078085642,-0.071428571,-0.108445298,-0.113043478,14256,CELL014256,0.041067762,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14257,V14257,40.52,-11.54,Fished,70,44,60,0,160,164,51,27,1962,1088,1202,540,1675,1066,1173,999,55,30,87,37,82,51,108,51,1200,1898,1595,585,930,1576,1090,255,55,63,63,11,69,57,57,14,0.078911191,0.012210526,0.010213556,-0.298245614,0.126760563,0.188081937,0.092688543,0.392857143,14257,CELL014257,0.078911191,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14258,V14258,40.6,-11.46,Fished,240,66,115,315,174,122,150,171,3033,2230,1601,1554,3221,1342,2585,2781,41,24,45,32,35,19,53,31,2015,1262,1705,1500,3880,3014,3385,2745,34,29,29,19,67,83,83,46,-0.030060761,-0.235069279,0.248600224,-0.283044983,-0.316369805,-0.330058939,-0.409728718,-0.293286219,14258,CELL014258,-0.030060761,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14259,V14259,40.68,-11.06,Fished,45,40,50,165,320,254,136,141,2874,2236,1521,1485,2960,1734,2741,1755,41,29,46,33,30,19,45,31,2000,1346,1665,1560,1940,2126,2465,2535,38,34,34,18,59,57,57,53,-0.014741172,-0.286250587,0.126448363,-0.083333333,0.015228426,-0.1937046,-0.224654378,-0.238095238,14259,CELL014259,-0.014741172,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14260,V14260,40.76,-10.98,Fished,10,40,50,0,22,0,10,0,2332,1622,1363,1107,1453,1034,859,1074,46,30,46,31,92,39,124,78,1680,1646,1915,1170,690,1902,1405,165,41,44,44,17,69,67,67,11,0.232232497,0.226822682,0.221385542,0.015130674,0.417721519,0.153614458,-0.072153326,0.752808989,14260,CELL014260,0.232232497,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14261,V14261,40.76,-11.06,Fished,0,30,25,0,45,0,43,9,2858,2204,1430,1443,826,586,878,402,40,29,48,37,38,28,64,31,1830,1418,1895,1515,405,1750,1225,135,33,33,33,17,45,63,63,9,0.551574376,0.239168111,0.579928315,0.564227642,0.637583893,0.21474359,-0.10479798,0.836363636,14261,CELL014261,0.551574376,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14262,V14262,40.6,-11.06,Fished,265,112,230,315,277,156,154,48,2618,1692,1436,1287,3790,2852,2263,1374,44,33,48,33,35,32,78,56,1770,1376,1640,1155,7980,5112,8230,11295,39,36,36,17,91,91,91,64,-0.18289638,-0.223573939,-0.25528169,-0.032694476,-0.636923077,-0.667679838,-0.575832306,-0.814457831,14262,CELL014262,-0.18289638,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14263,V14263,40.6,-10.9,Fished,80,76,140,15,166,88,111,21,2313,1452,1298,1011,2218,956,1664,1023,44,33,52,36,56,36,89,63,1540,1378,1595,1125,3215,2874,3685,1065,41,37,37,14,67,70,70,40,0.020966674,-0.123565159,0.205980066,-0.005899705,-0.352260778,-0.395833333,-0.351834431,0.02739726,14263,CELL014263,0.020966674,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14264,V14264,40.68,-10.9,Fished,270,98,195,150,402,402,142,54,2771,1984,1534,1347,3413,1828,2209,1383,38,27,45,35,28,21,49,33,1820,1388,1720,1620,6505,3928,6270,1395,37,35,35,19,65,71,71,25,-0.1038163,-0.180336628,0.0409234,-0.013186813,-0.562762763,-0.569461827,-0.477802859,0.074626866,14264,CELL014264,-0.1038163,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,TRUE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14265,V14265,40.68,-10.98,Fished,0,28,20,0,9,0,23,9,2354,1568,1336,1218,727,448,623,774,45,28,50,32,81,31,100,64,1845,1624,2060,1350,430,1378,895,135,41,40,40,16,49,51,51,9,0.5280753,0.363961205,0.555555556,0.222891566,0.621978022,0.394247039,0.08194537,0.818181818,14265,CELL014265,0.5280753,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14266,V14266,40.6,-10.98,Fished,15,36,40,0,237,32,79,0,1426,1088,786,615,3020,1988,1985,1197,65,31,91,39,101,61,130,67,1060,1514,1335,615,2060,2308,2220,465,56,49,49,17,90,71,71,22,-0.358524516,-0.432695778,-0.292587776,-0.321192053,-0.320512821,-0.248945148,-0.207744636,0.138888889,14266,CELL014266,-0.358524516,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14267,V14267,40.68,-11.22,Fished,25,62,105,0,319,274,94,159,1785,1218,906,834,1802,1262,851,777,62,29,76,32,59,27,99,57,1375,1556,1640,945,1030,2558,3145,240,52,45,45,19,57,65,65,12,-0.004739336,0.031303358,-0.017741935,0.03538175,0.143451143,-0.314524556,-0.24355858,0.594936709,14267,CELL014267,-0.004739336,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14268,V14268,40.68,-11.3,Fished,45,32,30,0,77,48,12,21,1803,1264,961,876,1721,636,392,546,57,28,76,34,78,38,114,71,1295,1546,1615,1020,1415,1726,1215,195,52,45,45,14,63,62,62,12,0.023269012,0.420546933,0.330526316,0.232067511,-0.044280443,0.141342756,-0.055012225,0.679012346,14268,CELL014268,0.023269012,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14269,V14269,40.68,-11.14,Fished,75,38,45,135,270,268,114,213,3493,2900,1859,2244,12803,8446,16446,5922,30,22,37,17,111,65,164,69,2060,1436,1940,2160,9670,10870,12725,5475,37,33,33,16,247,289,289,79,-0.571305842,-0.796886097,-0.488806628,-0.450404115,-0.648763853,-0.73542448,-0.76661791,-0.434184676,14269,CELL014269,-0.571305842,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14270,V14270,40.6,-11.14,Fished,150,32,30,150,58,110,0,0,3433,2956,1766,2346,9480,8440,5394,7503,28,23,38,22,169,66,247,67,2075,1412,1730,2100,8265,8004,7360,8145,38,36,36,17,257,253,253,77,-0.468287772,-0.506703911,-0.481221481,-0.523606458,-0.598646035,-0.619361936,-0.700084962,-0.590043924,14270,CELL014270,-0.468287772,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14271,V14271,40.6,-11.22,Fished,0,0,0,0,0,0,0,0,3373,2698,2366,1995,1087,1042,688,468,82,56,95,51,170,54,189,74,3395,3140,3600,3090,585,2660,1800,390,87,85,85,40,90,97,97,21,0.512556054,0.549443353,0.442780749,0.619975639,0.706030151,0.333333333,0.082758621,0.775862069,14271,CELL014271,0.512556054,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14272,V14272,40.76,-11.14,Fished,0,0,0,0,0,0,0,0,3329,2554,2226,1992,691,432,764,747,86,66,94,60,151,57,194,96,3275,2596,2990,2985,550,2684,1810,750,79,70,70,33,69,98,98,36,0.656218905,0.488963211,0.710649699,0.454545455,0.712418301,0.245833333,-0.016666667,0.598393574,14272,CELL014272,0.656218905,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14273,V14273,40.68,-12.5,Fished,15,0,0,15,151,204,52,99,3438,3122,2435,2121,2533,2496,1499,2268,41,28,89,59,43,34,79,63,4645,4210,5775,3570,440,1682,1055,360,102,95,95,56,56,63,63,17,0.151565902,0.237925775,0.111427554,-0.033492823,0.826941986,0.691068814,0.429056348,0.816793893,14273,CELL014273,0.151565902,Mozambique,TRUE,TRUE,FALSE,MPA only,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14274,V14274,40.6,-12.98,Fished,0,26,15,0,94,88,28,48,3407,3094,2335,2247,2028,2664,509,1311,51,35,96,66,43,27,72,49,4570,4642,6005,3945,220,1896,1190,525,107,112,112,57,37,71,71,27,0.253725851,0.642053446,0.074678708,0.26306914,0.908141962,0.669214732,0.420006118,0.765100671,14274,CELL014274,0.253725851,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
