Kulbicki,MEOW,ID,NA_,Lon,Lat,Management,RetentC,RetentP,RetentR,RetentT,RetentC5,RetentP5,RetentR15,RetentT15,OutflowC5,OutflowP5,OutflowR15,OutflowT15,InflowC5,InflowP5,InflowR15,InflowT15,OutDegC5,OutDegP5,OutDegR15,OutDegT15,InDegC5,InDegP5,InDegR15,InDegT15,OutflowC,OutflowP,OutflowR,OutflowT,InflowC,InflowP,InflowR,InflowT,OutDegC,OutDegP,OutDegR,OutDegT,InDegC,InDegP,InDegR,InDegT,NetflowC5,NetflowR15,NetflowP5,NetflowT15,NetflowC,NetflowR,NetflowP,NetflowT,source_cell_id,cell_id,netflow,sovereign_state,protected,in_mpa,in_oecm,protection_class,n_cells,q25_netflow,q75_netflow,is_country_sink,is_country_source,is_wio_sink,is_wio_source
Western Indian,Western Indian Ocean,14169,V14169,53.32,-4.82,Fished,0,0,0,0,59,36,0,0,1136,904,407,447,144,164,194,462,81,47,103,35,20,18,31,18,475,1726,1315,75,40,28,20,0,55,60,60,2,3,1,1,0,0.775,0.354409318,0.692883895,-0.01650165,0.844660194,0.970037453,0.968072976,1,14169,CELL014169,0.775,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14170,V14170,53.32,-5.06,Fished,0,0,0,0,0,0,0,0,363,314,353,102,503,446,97,216,80,32,102,17,31,20,26,22,720,2160,1650,30,25,52,30,0,68,75,75,2,2,2,2,0,-0.161662818,0.568888889,-0.173684211,-0.358490566,0.932885906,0.964285714,0.952983725,1,14170,CELL014170,-0.161662818,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,TRUE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14171,V14171,51.08,-9.22,Fished,0,0,0,0,1,0,0,0,993,992,389,396,91,52,76,207,80,48,112,37,17,8,20,11,475,1828,1320,90,45,0,0,0,46,65,65,4,3,0,0,0,0.832103321,0.67311828,0.900383142,0.313432836,0.826923077,1,1,1,14171,CELL014171,0.832103321,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14172,V14172,51,-9.22,Fished,0,0,0,0,0,0,0,0,697,624,326,375,580,806,67,192,56,29,94,31,32,24,16,13,315,1582,1055,135,40,52,30,0,41,58,58,8,5,2,2,0,0.091620987,0.659033079,-0.127272727,0.322751323,0.774647887,0.944700461,0.936352509,1,14172,CELL014172,0.091620987,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14173,V14173,50.68,-9.3,Fished,0,0,0,0,1,0,0,0,726,598,328,396,509,492,63,144,75,44,89,32,29,19,15,13,325,1210,825,75,20,130,75,0,40,44,44,5,4,5,5,0,0.175708502,0.677749361,0.097247706,0.466666667,0.884057971,0.833333333,0.805970149,1,14173,CELL014173,0.175708502,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14174,V14174,51.16,-9.3,Fished,0,0,0,0,2,2,0,0,1025,820,403,498,198,298,242,585,78,54,101,43,24,17,30,20,470,1598,1145,135,20,0,0,0,46,57,57,5,3,0,0,0,0.676206051,0.249612403,0.466905188,-0.08033241,0.918367347,1,1,1,14174,CELL014174,0.676206051,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14175,V14175,51.08,-8.82,Fished,0,0,0,0,50,66,0,0,820,1010,331,438,414,630,105,195,63,40,82,33,18,15,21,16,295,1438,1045,105,0,0,0,0,38,51,51,7,0,0,0,0,0.329011345,0.518348624,0.231707317,0.383886256,1,1,1,1,14175,CELL014175,0.329011345,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14176,V14176,51,-8.82,Fished,0,0,0,0,15,22,0,0,664,480,453,366,388,370,45,21,107,42,115,30,28,16,10,5,1000,2582,2055,150,0,52,30,0,87,88,88,9,0,2,2,0,0.262357414,0.819277108,0.129411765,0.891472868,1,0.971223022,0.960516325,1,14176,CELL014176,0.262357414,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14177,V14177,51.08,-9.3,Fished,0,0,0,0,0,2,0,0,740,850,505,438,101,102,78,201,95,33,115,21,19,10,12,7,790,2470,1975,60,0,0,0,0,80,84,84,4,0,0,0,0,0.75980975,0.732418525,0.785714286,0.370892019,1,1,1,1,14177,CELL014177,0.75980975,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14178,V14178,51,-9.3,Fished,0,0,0,0,1,2,2,9,731,616,513,507,232,210,60,60,110,33,125,26,26,9,12,8,735,2940,2100,75,0,52,30,0,80,105,105,5,0,2,2,0,0.518172378,0.790575916,0.491525424,0.788359788,1,0.971830986,0.965240642,1,14178,CELL014178,0.518172378,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14179,V14179,51.08,-9.46,Fished,0,0,0,0,0,0,0,0,356,320,355,210,1032,1462,142,402,86,39,105,17,34,28,21,14,800,2332,1730,90,15,64,60,0,71,82,82,2,2,2,2,0,-0.4870317,0.428571429,-0.640852974,-0.31372549,0.963190184,0.932960894,0.946577629,1,14179,CELL014179,-0.4870317,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14180,V14180,51.16,-9.46,Fished,0,0,0,0,0,0,0,0,338,378,336,141,652,414,86,234,88,37,97,20,31,22,21,20,730,1810,1375,15,30,26,15,0,70,63,63,1,5,1,1,0,-0.317171717,0.592417062,-0.045454545,-0.248,0.921052632,0.978417266,0.97167756,1,14180,CELL014180,-0.317171717,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14181,V14181,51,-9.46,Fished,0,0,0,0,0,0,0,0,315,354,377,204,1326,1102,81,210,94,48,106,23,34,30,21,16,665,2412,1830,105,55,26,15,0,62,84,84,4,7,1,1,0,-0.616087751,0.64628821,-0.513736264,-0.014492754,0.847222222,0.983739837,0.978671042,1,14181,CELL014181,-0.616087751,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14182,V14182,50.76,-9.38,Fished,0,28,20,0,12,0,6,6,1049,692,404,531,807,948,150,147,25,14,26,18,29,23,40,17,320,312,280,105,75,296,190,0,15,10,10,3,12,11,11,0,0.130387931,0.458483755,-0.156097561,0.566371681,0.620253165,0.191489362,0.026315789,1,14182,CELL014182,0.130387931,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14183,V14183,51.08,-9.38,Fished,185,46,65,150,438,390,202,258,1418,926,609,672,2698,2926,1670,2844,18,18,29,22,23,23,28,26,380,566,465,225,1390,1088,1320,2820,19,19,19,5,25,28,28,21,-0.310981535,-0.465555068,-0.5192108,-0.61774744,-0.570621469,-0.478991597,-0.315598549,-0.852216749,14183,CELL014183,-0.310981535,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14184,V14184,51.16,-9.38,Fished,0,0,0,0,109,28,17,9,1523,728,601,639,621,574,177,201,18,16,33,20,25,22,24,16,275,282,255,120,105,354,235,180,14,9,9,5,9,13,13,9,0.420708955,0.544987147,0.11827957,0.521428571,0.447368421,0.040816327,-0.113207547,-0.2,14184,CELL014184,0.420708955,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14185,V14185,51,-10.26,Fished,0,0,0,0,3,0,0,0,92,6,38,24,50,28,5,0,9,2,9,3,4,2,3,0,30,52,30,0,10,0,0,0,3,2,2,0,2,0,0,0,0.295774648,0.76744186,-0.647058824,1,0.5,1,1,NA,14185,CELL014185,0.295774648,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14186,V14186,51.16,-10.26,Fished,0,0,0,0,19,0,3,0,126,0,46,0,293,346,134,126,5,0,5,0,24,22,29,21,5,28,20,0,30,0,0,0,1,1,1,0,5,0,0,0,-0.398568019,-0.488888889,-1,-1,-0.714285714,1,1,NA,14186,CELL014186,-0.398568019,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14187,V14187,51.08,-10.1,Fished,25,26,15,0,106,42,39,12,706,104,341,72,1102,1000,487,558,17,9,23,10,26,26,35,24,205,298,295,0,215,496,340,330,12,9,9,0,13,18,18,11,-0.219026549,-0.176328502,-0.811594203,-0.771428571,-0.023809524,-0.070866142,-0.249370277,-1,14187,CELL014187,-0.219026549,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14188,V14188,51.16,-9.78,Fished,0,0,0,0,2,0,0,0,46,10,48,15,52,0,1,0,11,2,10,4,4,0,1,0,30,52,30,0,0,0,0,0,5,2,2,0,0,0,0,0,-0.06122449,0.959183673,1,1,1,1,1,NA,14188,CELL014188,-0.06122449,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14189,V14189,51.4,-9.7,Fished,0,0,0,0,96,30,0,0,259,126,11,0,251,38,58,30,6,3,6,0,14,5,19,8,10,52,30,0,60,54,35,15,2,2,2,0,9,2,2,1,0.015686275,-0.68115942,0.536585366,-1,-0.714285714,-0.076923077,-0.018867925,-1,14189,CELL014189,0.015686275,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14190,V14190,50.36,-10.02,Fished,0,0,0,0,35,0,0,0,94,16,11,0,294,110,29,54,8,2,4,0,13,8,18,9,20,26,15,0,40,78,45,0,3,1,1,0,8,3,3,0,-0.515463918,-0.45,-0.746031746,-1,-0.333333333,-0.5,-0.5,NA,14190,CELL014190,-0.515463918,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14191,V14191,51.24,-9.78,Fished,0,0,0,0,57,0,0,0,145,2,22,0,345,228,374,645,4,1,3,0,25,20,29,25,25,0,0,0,205,0,0,0,3,0,0,0,22,0,0,0,-0.408163265,-0.888888889,-0.982608696,-1,-0.782608696,NA,NA,NA,14191,CELL014191,-0.408163265,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14192,V14192,51,-9.62,Fished,0,0,0,0,11,0,8,0,139,10,46,0,303,384,172,222,5,2,8,0,28,22,30,27,5,130,75,0,65,78,45,0,1,5,5,0,10,3,3,0,-0.371040724,-0.577981651,-0.949238579,-1,-0.857142857,0.25,0.25,NA,14192,CELL014192,-0.371040724,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14193,V14193,51,-9.54,Fished,85,40,50,225,794,578,109,213,3573,3194,2588,2250,14227,3630,10058,7248,35,25,100,61,155,57,249,114,4755,4598,5845,4065,14385,11876,15990,9720,109,113,113,55,281,274,274,97,-0.598539326,-0.590700617,-0.063892145,-0.526216045,-0.503134796,-0.464621021,-0.441787058,-0.410228509,14193,CELL014193,-0.598539326,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14194,V14194,51.32,-9.7,Fished,1355,538,1295,960,1483,1922,627,558,3431,3180,2297,2016,7557,4560,10190,5154,23,14,71,35,49,25,134,87,4625,4318,5595,2715,30085,16884,31410,21540,94,104,104,45,176,216,216,104,-0.375500546,-0.632097381,-0.178294574,-0.437656904,-0.733506194,-0.697608431,-0.592679936,-0.776128633,14194,CELL014194,-0.375500546,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14195,V14195,51,-9.38,Fished,270,120,250,375,614,992,184,342,3577,3192,2425,2223,6607,5526,5099,6345,37,19,82,42,132,48,199,90,4575,4228,5370,3015,11245,10120,12850,19125,103,104,104,49,234,249,249,96,-0.29752553,-0.355396066,-0.267721955,-0.481092437,-0.421618205,-0.41053787,-0.410649568,-0.727642276,14195,CELL014195,-0.29752553,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14196,V14196,51,-10.18,Fished,105,40,50,0,258,466,149,240,3115,2374,2495,2139,1604,2088,2100,2865,17,15,50,21,27,26,73,41,4480,3690,5075,3390,3495,4322,4205,3525,84,83,83,35,127,132,132,50,0.320194957,0.085963003,0.064096818,-0.145083933,0.123510972,0.09375,-0.078881677,-0.019522777,14196,CELL014196,0.320194957,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,TRUE
Western Indian,Western Indian Ocean,14197,V14197,51.08,-10.26,Fished,5,0,0,0,75,42,8,36,1391,1090,819,585,1685,1430,757,873,67,31,92,38,109,59,150,67,1110,1752,1530,480,995,1554,985,345,53,57,57,13,74,58,58,15,-0.095578674,0.039340102,-0.134920635,-0.197530864,0.054631829,0.216699801,0.059891107,0.163636364,14197,CELL014197,-0.095578674,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14198,V14198,51.08,-10.18,Fished,30,32,30,0,77,4,25,3,2444,1864,1311,1104,1813,1074,1088,1212,48,37,51,44,79,41,106,71,1730,1436,1690,1035,850,2218,2095,210,37,38,38,19,85,69,69,11,0.148226451,0.092955398,0.268890402,-0.046632124,0.341085271,-0.107001321,-0.214012042,0.662650602,14198,CELL014198,0.148226451,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14199,V14199,50.36,-9.94,Fished,0,0,0,0,31,2,10,0,1276,560,908,564,1023,638,981,387,127,55,163,59,152,64,192,50,1340,2556,2040,465,760,2498,1645,405,99,87,87,15,94,92,92,22,0.110047847,-0.038644786,-0.065108514,0.186119874,0.276190476,0.107191316,0.011476059,0.068965517,14199,CELL014199,0.110047847,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14200,V14200,50.44,-10.02,Fished,20,48,70,0,143,100,48,0,2329,2232,1439,1104,4812,4702,2388,1746,51,30,91,36,41,35,72,31,1770,2458,2545,465,2655,2474,2185,945,53,72,72,18,90,80,80,25,-0.347710405,-0.247974915,-0.356215748,-0.225263158,-0.2,0.076109937,-0.00324412,-0.340425532,14200,CELL014200,-0.347710405,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14201,V14201,50.44,-9.94,Fished,0,0,0,0,61,20,5,0,1268,612,891,573,1021,588,991,495,128,49,152,67,152,64,202,61,1020,2522,1855,435,740,3036,2140,540,80,89,89,24,87,109,109,26,0.107907383,-0.053134963,0.02,0.073033708,0.159090909,-0.071339174,-0.092479309,-0.107692308,14201,CELL014201,0.107907383,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14202,V14202,49.48,-18.26,Fished,0,0,0,0,42,0,6,0,1117,534,854,654,1233,800,1100,807,120,58,162,64,154,63,188,79,1325,2882,2205,465,1050,2264,1460,390,106,100,100,22,125,84,84,19,-0.049361702,-0.125895599,-0.1994003,-0.104722793,0.115789474,0.203274216,0.120093276,0.087719298,14202,CELL014202,-0.049361702,Madagascar,FALSE,FALSE,FALSE,Unprotected,199,-0.174266899,0.28266797099999996,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14203,V14203,49.4,-18.34,Fished,0,0,0,0,0,0,0,0,2073,1150,1015,546,635,344,406,222,99,40,140,39,136,45,149,36,1435,2444,2160,315,380,1722,1155,360,87,79,79,12,50,63,63,13,0.531019202,0.428571429,0.539491299,0.421875,0.581267218,0.303167421,0.173307729,-0.066666667,14203,CELL014203,0.531019202,Madagascar,FALSE,FALSE,FALSE,Unprotected,199,-0.174266899,0.28266797099999996,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14204,V14204,49.4,-18.42,Fished,0,0,0,0,0,0,1,0,2165,1098,1101,552,674,246,399,162,97,41,149,50,135,44,142,32,1445,2530,2125,345,390,1602,1005,735,83,84,84,12,59,60,60,19,0.525184924,0.468,0.633928571,0.546218487,0.57493188,0.357827476,0.224588577,-0.361111111,14204,CELL014204,0.525184924,Madagascar,FALSE,FALSE,FALSE,Unprotected,199,-0.174266899,0.28266797099999996,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14205,V14205,46.68,-25.22,Fished,15,0,0,0,28,16,2,6,1253,800,795,540,1737,1986,790,966,82,44,101,50,123,64,165,83,1090,1788,1470,495,675,1610,1025,375,59,60,60,16,75,60,60,19,-0.16187291,0.003154574,-0.425699928,-0.282868526,0.235127479,0.178356713,0.052383755,0.137931034,14205,CELL014205,-0.16187291,Madagascar,FALSE,FALSE,FALSE,Unprotected,199,-0.174266899,0.28266797099999996,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14206,V14206,48.52,-21.06,Fished,0,0,0,0,3,0,10,3,1017,398,866,666,1177,920,1281,951,131,51,172,62,146,69,194,83,1245,2902,2205,675,995,3282,2205,705,106,101,101,27,120,120,120,27,-0.072926162,-0.193292967,-0.396054628,-0.176252319,0.111607143,0,-0.0614489,-0.02173913,14206,CELL014206,-0.072926162,Madagascar,FALSE,FALSE,FALSE,Unprotected,199,-0.174266899,0.28266797099999996,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14207,V14207,49.32,-18.74,Fished,15,0,0,0,17,0,12,0,1295,634,1030,702,1037,584,1029,573,136,53,168,66,152,61,205,69,1510,2608,2120,510,1010,3054,2085,450,105,88,88,23,114,111,111,26,0.110634648,0.000485673,0.041050903,0.101176471,0.198412698,0.008323424,-0.078770752,0.0625,14207,CELL014207,0.110634648,Madagascar,FALSE,FALSE,FALSE,Unprotected,199,-0.174266899,0.28266797099999996,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14208,V14208,46.6,-25.22,Fished,0,0,0,0,15,0,8,0,1072,478,926,552,1005,628,1093,723,157,54,172,66,149,60,198,76,1250,3080,2350,615,1070,3294,2335,495,106,107,107,28,115,118,118,24,0.032258065,-0.082714215,-0.13562387,-0.134117647,0.077586207,0.003201708,-0.033573894,0.108108108,14208,CELL014208,0.032258065,Madagascar,FALSE,FALSE,FALSE,Unprotected,199,-0.174266899,0.28266797099999996,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14209,V14209,47.24,-24.74,Fished,5,0,0,0,24,18,2,0,1396,652,1079,585,952,670,1051,705,136,58,166,64,143,63,210,67,1415,2860,2200,465,865,3282,2255,975,98,99,99,23,100,119,119,43,0.189097104,0.01314554,-0.013615734,-0.093023256,0.24122807,-0.012345679,-0.068707261,-0.354166667,14209,CELL014209,0.189097104,Madagascar,FALSE,FALSE,FALSE,Unprotected,199,-0.174266899,0.28266797099999996,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14210,V14210,47.24,-24.82,Fished,10,44,60,105,212,240,134,408,3260,2698,2028,2211,7496,7264,4358,9363,29,28,45,29,182,62,252,79,1925,1496,1790,1845,4265,8672,10280,9225,40,39,39,21,222,228,228,98,-0.393826701,-0.364860633,-0.458341698,-0.617936755,-0.378029079,-0.703396852,-0.705743509,-0.666666667,14210,CELL014210,-0.393826701,Madagascar,FALSE,FALSE,FALSE,Unprotected,199,-0.174266899,0.28266797099999996,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14211,V14211,48.2,-21.86,Fished,140,44,60,135,221,402,137,282,3404,2872,1996,2157,7898,6802,7951,11199,30,23,43,21,122,73,180,107,1960,1568,1770,2505,10745,9778,12045,13515,39,43,43,18,236,248,248,117,-0.397628738,-0.598672967,-0.406243539,-0.676999102,-0.691460055,-0.743756786,-0.723603032,-0.687265918,14211,CELL014211,-0.397628738,Madagascar,FALSE,FALSE,FALSE,Unprotected,199,-0.174266899,0.28266797099999996,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14212,V14212,48.52,-21.14,Fished,5,26,15,30,14,22,23,72,3244,2510,2103,1782,5639,4732,2764,4047,27,24,41,23,171,55,231,80,1895,1422,1655,945,5200,7732,7530,5865,38,38,38,17,220,236,236,78,-0.269616121,-0.135812616,-0.30682132,-0.38857437,-0.465821001,-0.639629831,-0.689316146,-0.72246696,14212,CELL014212,-0.269616121,Madagascar,FALSE,FALSE,FALSE,Unprotected,199,-0.174266899,0.28266797099999996,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14213,V14213,39.56,-6.98,Fished,75,42,55,105,301,396,88,252,3246,2854,2373,2199,2150,3606,1939,4575,75,54,111,76,41,37,79,71,4520,4378,5445,3405,2435,2812,3380,3975,103,110,110,52,86,73,73,56,0.203113417,0.100649351,-0.116408669,-0.350752879,0.299784328,0.233994334,0.217802503,-0.077235772,14213,CELL014213,0.203113417,Tanzania,TRUE,FALSE,TRUE,OECM only,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14214,V14214,39.48,-7.22,Fished,300,128,270,60,443,516,216,267,3432,3034,2282,1968,6475,8812,5090,7698,68,41,104,78,68,62,130,107,4510,4228,5570,3420,6980,5776,8440,4215,110,100,100,62,108,120,120,68,-0.307156556,-0.380900705,-0.487759581,-0.592799503,-0.214969539,-0.204853676,-0.154738105,-0.104125737,14214,CELL014214,-0.307156556,Tanzania,TRUE,FALSE,TRUE,OECM only,136,-0.21795509625000004,0.34407915125,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14216,V14216,38.84,-6.1,Fished,0,0,0,0,11,30,2,9,3651,3252,2575,2484,414,406,324,825,49,24,89,57,71,29,87,51,3865,3468,4220,4365,1110,2464,2060,2880,87,89,89,42,81,82,82,52,0.796309963,0.776474646,0.778020776,0.501359927,0.553768844,0.343949045,0.169251517,0.204968944,14216,CELL014216,0.796309963,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14217,V14217,40.84,-14.98,Fished,25,52,80,0,29,42,8,9,3659,3278,2602,2550,1382,1292,643,585,46,26,92,59,159,44,171,50,3890,3362,4055,4695,1280,3766,3565,4020,89,87,87,49,110,117,117,65,0.451696092,0.603697997,0.434573304,0.626794258,0.50483559,0.064304462,-0.05667789,0.077452668,14217,CELL014217,0.451696092,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14218,V14218,40.52,-15.7,Fished,130,90,175,600,155,286,88,246,3596,3136,2537,2490,1772,2344,1386,2874,47,28,95,57,154,44,175,53,3800,3596,4340,4905,1595,3718,3795,7905,86,93,93,43,92,110,110,63,0.339791356,0.29339791,0.144525547,-0.071588367,0.40871177,0.066994468,-0.016680339,-0.234192037,14218,CELL014218,0.339791356,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14219,V14219,41.4,-12.26,Fished,50,34,35,0,35,54,32,9,3580,3322,2600,2409,7023,5246,2693,1509,43,24,77,28,51,46,119,59,4055,3726,4765,4170,3190,6114,5285,1005,82,91,91,35,145,200,200,43,-0.324719419,-0.017570376,-0.224556489,0.229709035,0.119392685,-0.051741294,-0.242682927,0.611594203,14219,CELL014219,-0.324719419,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14220,V14220,40.52,-11.78,Fished,45,0,0,15,21,0,0,0,3206,2288,1993,1317,1250,586,842,543,108,65,157,58,167,57,180,72,3070,3942,3755,1815,1175,3676,2690,825,114,122,122,45,106,130,130,34,0.438958707,0.405996473,0.592205985,0.416129032,0.446407538,0.165244375,0.034917301,0.375,14220,CELL014220,0.438958707,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14221,V14221,41.32,-12.18,Fished,55,0,0,15,22,14,8,39,3303,2480,2044,1494,2141,1256,585,558,99,55,167,64,135,45,149,48,3095,4188,4170,1920,1270,2380,1500,570,111,126,126,50,102,89,89,32,0.213445996,0.554963865,0.327623126,0.456140351,0.418098511,0.470899471,0.275274056,0.542168675,14221,CELL014221,0.213445996,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14222,V14222,41.48,-12.26,Fished,50,38,45,75,79,140,2,0,3282,2312,1951,1353,2520,2104,636,654,105,63,169,54,150,45,161,56,3000,3906,3715,1590,1625,4882,4855,3495,116,121,121,47,110,147,147,55,0.131334023,0.508310785,0.047101449,0.348281016,0.297297297,-0.13302217,-0.111060537,-0.374631268,14222,CELL014222,0.131334023,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14223,V14223,40.68,-11.86,Fished,830,372,880,180,1425,350,633,3,2850,1932,1889,1410,7488,838,8824,183,77,24,138,44,55,17,84,15,2740,3170,3525,1230,23105,13880,26350,2130,79,88,88,17,135,167,167,37,-0.4486361,-0.647344348,0.394945848,0.770244821,-0.787966725,-0.764016736,-0.628152493,-0.267857143,14223,CELL014223,-0.4486361,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,TRUE,FALSE,TRUE,FALSE
